########################################################################
# Job 2719404.akb in Schlange parallel
# angeforderte Ressourcen: neednodes=node012:ppn=8+node011:ppn=8+node010:ppn=8+node009:ppn=8,nodes=4:ppn=8,walltime=00:05:00
########################################################################


job: n=10000000 p=2
rank  time  gflops  scalar

0 0.235006 0.042552 11535032962339842344091648.000000
1 0.234999 0.042553 11535032962339842344091648.000000


job: n=10000000 p=4
rank  time  gflops  scalar

0 0.560397 0.008922 11533074025334148851302400.000000
1 0.560377 0.008923 11533074025334148851302400.000000
2 0.560387 0.008922 11533074025334148851302400.000000
3 0.560311 0.008924 11533074025334148851302400.000000


job: n=10000000 p=6
rank  time  gflops  scalar

0 0.905496 0.003681 11533192496591143297875968.000000
2 0.905493 0.003681 11533192496591143297875968.000000
3 0.905498 0.003681 11533192496591143297875968.000000
4 0.905501 0.003681 11533192496591143297875968.000000
5 0.905508 0.003681 11533192496591143297875968.000000
1 0.905498 0.003681 11533192496591143297875968.000000


job: n=10000000 p=8
rank  time  gflops  scalar

0 1.333212 0.001875 11531698010759049447997440.000000
1 1.333207 0.001875 11531698010759049447997440.000000
2 1.333185 0.001875 11531698010759049447997440.000000
4 1.333201 0.001875 11531698010759049447997440.000000
5 1.333207 0.001875 11531698010759049447997440.000000
6 1.333135 0.001875 11531698010759049447997440.000000
7 1.333188 0.001875 11531698010759049447997440.000000
3 1.333187 0.001875 11531698010759049447997440.000000


job: n=10000000 p=10
rank  time  gflops  scalar

1 2.160708 0.000926 11529331806934708718141440.000000
2 2.160696 0.000926 11529331806934708718141440.000000
3 2.160707 0.000926 11529331806934708718141440.000000
5 2.160694 0.000926 11529331806934708718141440.000000
6 2.160678 0.000926 11529331806934708718141440.000000
7 2.160709 0.000926 11529331806934708718141440.000000
8 2.160688 0.000926 11529331806934708718141440.000000
9 2.160725 0.000926 11529331806934708718141440.000000
0 2.160687 0.000926 11529331806934708718141440.000000
4 2.160674 0.000926 11529331806934708718141440.000000


job: n=10000000 p=12
rank  time  gflops  scalar

7 2.356380 0.000707 11533423388097387289378816.000000
0 2.356352 0.000707 11533423388097387289378816.000000
1 2.356366 0.000707 11533423388097387289378816.000000
3 2.356355 0.000707 11533423388097387289378816.000000
4 2.356353 0.000707 11533423388097387289378816.000000
5 2.356388 0.000707 11533423388097387289378816.000000
11 2.355808 0.000707 11533423388097387289378816.000000
8 2.355817 0.000707 11533423388097387289378816.000000
9 2.355817 0.000707 11533423388097387289378816.000000
10 2.355829 0.000707 11533423388097387289378816.000000
6 2.356337 0.000707 11533423388097387289378816.000000
2 2.356344 0.000707 11533423388097387289378816.000000


job: n=10000000 p=14
rank  time  gflops  scalar

2 2.476881 0.000577 11526403161177094470238208.000000
3 2.476943 0.000577 11526403161177094470238208.000000
6 2.476892 0.000577 11526403161177094470238208.000000
1 2.476992 0.000577 11526403161177094470238208.000000
7 2.476962 0.000577 11526403161177094470238208.000000
11 2.476897 0.000577 11526403161177094470238208.000000
13 2.476895 0.000577 11526403161177094470238208.000000
10 2.476886 0.000577 11526403161177094470238208.000000
12 2.476770 0.000577 11526403161177094470238208.000000
9 2.477006 0.000577 11526403161177094470238208.000000
0 2.476980 0.000577 11526403161177094470238208.000000
5 2.476981 0.000577 11526403161177094470238208.000000
8 2.476976 0.000577 11526403161177094470238208.000000
4 2.476813 0.000577 11526403161177094470238208.000000


job: n=10000000 p=16
rank  time  gflops  scalar

7 2.614690 0.000478 11530595410930922256596992.000000
0 2.614709 0.000478 11530595410930922256596992.000000
1 2.614727 0.000478 11530595410930922256596992.000000
3 2.614722 0.000478 11530595410930922256596992.000000
5 2.614711 0.000478 11530595410930922256596992.000000
6 2.614678 0.000478 11530595410930922256596992.000000
15 2.614598 0.000478 11530595410930922256596992.000000
11 2.614678 0.000478 11530595410930922256596992.000000
9 2.614689 0.000478 11530595410930922256596992.000000
8 2.614724 0.000478 11530595410930922256596992.000000
12 2.614714 0.000478 11530595410930922256596992.000000
10 2.614710 0.000478 11530595410930922256596992.000000
4 2.614706 0.000478 11530595410930922256596992.000000
2 2.614677 0.000478 11530595410930922256596992.000000
14 2.614773 0.000478 11530595410930922256596992.000000
13 2.614671 0.000478 11530595410930922256596992.000000


job: n=10000000 p=18
rank  time  gflops  scalar

1 2.673236 0.000416 11526744068712068682874880.000000
2 2.673158 0.000416 11526744068712068682874880.000000
3 2.673206 0.000416 11526744068712068682874880.000000
4 2.673160 0.000416 11526744068712068682874880.000000
0 2.673138 0.000416 11526744068712068682874880.000000
11 2.673212 0.000416 11526744068712068682874880.000000
15 2.673217 0.000416 11526744068712068682874880.000000
17 2.673254 0.000416 11526744068712068682874880.000000
8 2.673190 0.000416 11526744068712068682874880.000000
16 2.673213 0.000416 11526744068712068682874880.000000
9 2.673212 0.000416 11526744068712068682874880.000000
12 2.673187 0.000416 11526744068712068682874880.000000
13 2.673218 0.000416 11526744068712068682874880.000000
14 2.673188 0.000416 11526744068712068682874880.000000
5 2.673205 0.000416 11526744068712068682874880.000000
6 2.673171 0.000416 11526744068712068682874880.000000
7 2.673228 0.000416 11526744068712068682874880.000000
10 2.673187 0.000416 11526744068712068682874880.000000


job: n=10000000 p=20
rank  time  gflops  scalar

1 2.762770 0.000362 11524057330536425180889088.000000
3 2.762766 0.000362 11524057330536425180889088.000000
7 2.762718 0.000362 11524057330536425180889088.000000
0 2.762656 0.000362 11524057330536425180889088.000000
5 2.762748 0.000362 11524057330536425180889088.000000
17 2.762768 0.000362 11524057330536425180889088.000000
11 2.762740 0.000362 11524057330536425180889088.000000
15 2.762721 0.000362 11524057330536425180889088.000000
18 2.762770 0.000362 11524057330536425180889088.000000
19 2.762760 0.000362 11524057330536425180889088.000000
16 2.762772 0.000362 11524057330536425180889088.000000
9 2.762765 0.000362 11524057330536425180889088.000000
12 2.762696 0.000362 11524057330536425180889088.000000
13 2.762794 0.000362 11524057330536425180889088.000000
8 2.762701 0.000362 11524057330536425180889088.000000
10 2.762848 0.000362 11524057330536425180889088.000000
2 2.762737 0.000362 11524057330536425180889088.000000
14 2.762734 0.000362 11524057330536425180889088.000000
4 2.763194 0.000362 11524057330536425180889088.000000
6 2.762834 0.000362 11524057330536425180889088.000000


job: n=10000000 p=22
rank  time  gflops  scalar

1 2.802786 0.000324 11527377719940791075340288.000000
5 2.802769 0.000324 11527377719940791075340288.000000
3 2.802781 0.000324 11527377719940791075340288.000000
15 2.802739 0.000324 11527377719940791075340288.000000
9 2.802786 0.000324 11527377719940791075340288.000000
17 2.802802 0.000324 11527377719940791075340288.000000
13 2.802796 0.000324 11527377719940791075340288.000000
19 2.802790 0.000324 11527377719940791075340288.000000
11 2.802844 0.000324 11527377719940791075340288.000000
12 2.802810 0.000324 11527377719940791075340288.000000
16 2.802825 0.000324 11527377719940791075340288.000000
10 2.802838 0.000324 11527377719940791075340288.000000
18 2.802819 0.000324 11527377719940791075340288.000000
20 2.802815 0.000324 11527377719940791075340288.000000
21 2.802812 0.000324 11527377719940791075340288.000000
2 2.802859 0.000324 11527377719940791075340288.000000
4 2.802855 0.000324 11527377719940791075340288.000000
6 2.802893 0.000324 11527377719940791075340288.000000
8 2.802977 0.000324 11527377719940791075340288.000000
14 2.802981 0.000324 11527377719940791075340288.000000
0 2.802794 0.000324 11527377719940791075340288.000000
7 2.802860 0.000324 11527377719940791075340288.000000


job: n=10000000 p=24
rank  time  gflops  scalar

3 2.811651 0.000296 11528041769062769398644736.000000
5 2.811646 0.000296 11528041769062769398644736.000000
7 2.811622 0.000296 11528041769062769398644736.000000
1 2.811666 0.000296 11528041769062769398644736.000000
