4 126.815040
8 296.823983
12 334.029228
16 364.946855
20 369.323953
24 440.480123
28 458.775724
32 459.492835
36 497.429945
40 523.738445
44 488.856298
48 525.952467
52 548.280298
56 546.528083
60 541.052347
64 568.464435
68 547.728939
72 569.651800
76 556.580836
80 551.933492
84 574.135209
88 565.429148
92 595.897376
96 580.298854
100 562.369601
