1 12121044
2 6823788
2 7061064
3 4623804
3 4626690
3 4778859
4 3509871
4 3656295
4 3520965
4 3537291
5 2892390
5 2854530
5 2983194
5 2875056
5 2886567
6 2418033
6 2427636
6 2404980
6 2526615
6 2406870
6 2428008
7 2096283
7 2184888
7 2092974
7 2114502
7 2115951
7 2120640
7 2139024
8 1846461
8 1840416
8 1891203
8 1849581
8 1838082
8 1825905
8 1837881
8 1843089
