4 25005
8 28752
12 40164
16 46512
20 56073
24 74682
28 74118
32 86637
36 96720
40 102915
44 110436
48 121329
52 128862
56 156153
60 146586
64 157278
68 164820
72 174996
76 186993
80 195000
84 202914
88 211467
92 223077
96 229707
100 237588
